"ID del Sitio - prefix","ID del Sitio - number","ID del Sitio","Id Emplazamiento - prefix","Id Emplazamiento - number","Id Emplazamiento","Id EnergÃ­a - prefix","Id EnergÃ­a - number","Id EnergÃ­a","Id LegalizaciÃ³n - prefix","Id LegalizaciÃ³n - number","Id LegalizaciÃ³n",Estado,"Nombre del Sitio","Prioridad del Site","CategorÃ­a Site",Host,Description,"Tipo de Site","Next preventive maintenance visit","O&M subcontractor","O&M manager","Coordenadas - Latitude - WGS 84","Coordenadas - Longitude - WGS 84","Coordenadas - Elevation","Teleporte Site Id","Site Sera4","Site Sera4 Info","Sync To Sera4's Site","Sera4 site id","Site total costs","Tag from location","Griet Site","Responsable GRIET","Zona Totem",Observaciones,"Tipo de Infraestructura","Resultado Previabilidad Fibra","Motivo Previabilidad Desfavorable","Causas Abandono","Fecha de RFI","Fecha InstalaciÃ³n Tenant","Fecha Desmantelamiento","Site ID (client)"
SPA-CX,22,SPA-CX00022,LO,2073,LO-002073,PW,2123,PW-2123,AA,2088,AA-2088,Activo,CX0022,P2,Macro,,,"Nueva Demanda",,,,43.351333,-8.394583,63.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,CX0022
SPA-BI,495,SPA-BI00495,,,-,,,-,,,-,Viabilidad,BI0495,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,Fachada,,,,,,,
SPA-LO,517,SPA-LO00517,LO,3543,LO-003543,PW,3587,PW-3587,AA,3555,AA-3555,Viabilidad,LO0517,P3,Macro,,,"Nueva Demanda",,,,42.439942,-2.87119,673.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LO0517
SPA-HU,7276,SPA-HU07276,LO,2899,LO-002899,PW,2946,PW-2946,AA,2913,AA-2913,Activo,HU7276,P3,Macro,,,"Nueva Demanda",,,,42.779126,-0.413124,2000.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,HU7276
SPA-GI,8602,SPA-GI08602,LO,2576,LO-002576,PW,2622,PW-2622,AA,2590,AA-2590,Activo,GI8602,P2,Macro,,,"Nueva Demanda",,,,41.812272,2.748571,82.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,GI8602
SPA-CX,918,SPA-CX00918,LO,2173,LO-002173,PW,2223,PW-2223,AA,2188,AA-2188,Activo,CX0918,P3,Macro,,,"Nueva Demanda",,,,42.650357,-8.81546,30.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,CX0918
SPA-JX,8176,SPA-JX08176,LO,3326,LO-003326,PW,3373,PW-3373,AA,3338,AA-3338,Activo,JX8176,P2,Macro,,,"Nueva Demanda",,,,38.019744,-3.72428,489.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,JX8176
SPA-MU,705,SPA-MU00705,LO,4152,LO-004152,PW,4194,PW-4194,AA,4162,AA-4162,Activo,MU0705,P3,Macro,,,"Nueva Demanda",,,,37.986852,-1.117023,45.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,MU0705
SPA-NA,1414,SPA-NA01414,,,-,,,-,,,-,Viabilidad,NA1414,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,
SPA-GC,1448,SPA-GC01448,,,-,,,-,,,-,Viabilidad,GC1448,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,GC1448
SPA-MX,3763,SPA-MX03763,LO,4736,LO-004736,PW,4775,PW-4775,AA,4743,AA-4743,Activo,MX3763,P3,Macro,,,"Nueva Demanda",,,,40.51122,-3.637434,684.0,,false,,false,,,,false,,RCEN,"ACTUALIZADO 2020: atencionalcliente@elencinar.es TelÃ©fonos CONTACTOS 916504563 (El Encinar en La Moraleja) y D. RAFAEL MENDOZA. 915437400 (estÃ¡ en Moncloa y son como la sede central).",AZOTEA,,,,,,,MX3763
SPA-GC,3002,SPA-GC03002,LO,2481,LO-002481,PW,2527,PW-2527,AA,2495,AA-2495,Activo,GC3002,P1,Macro,,,"Nueva Demanda",,,,28.504097,-13.858288,64.0,,false,,false,,,,false,,RCEN,"CENTRO GRIET - CL PRIMERO DE MAYO 114. Puerto Rosario. 28,504051 -13,858333",AZOTEA,,,,,,,GC3002
SPA-VX,88,SPA-VX00088,LO,7262,LO-007262,PW,7279,PW-7279,AA,7261,AA-7261,Activo,VX0088,P3,Macro,,VAL5309,"Nueva Demanda",,,,39.450665,-0.403448,17.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,VX0088
SPA-CX,23,SPA-CX00023,LO,2074,LO-002074,PW,2124,PW-2124,AA,2089,AA-2089,Activo,CX0023,P2,Macro,,,"Nueva Demanda",,,,43.346133,-8.398933,49.0,,false,,false,,,,false,,RNOR,"CENTRO GRIET -",AZOTEA,,,,,,,CX0023
SPA-LE,1814,SPA-LE01814,LO,3495,LO-003495,PW,3542,PW-3542,AA,3507,AA-3507,Activo,LE1814,P3,Macro,,"MUP 225.COROLLA, MAJADÃN, LAMPA Y BUJEDO. VILLASECINO","Nueva Demanda",,,,42.953045,-6.012834,1245.0,,false,,false,,,,false,,RNOR,"MUP 225 SE PAGA POR LIQUIDACIÃN",TORRE,,,,,,,LE1814
SPA-TE,102,SPA-TE00102,LO,6440,LO-006440,PW,6471,PW-6471,AA,6440,AA-6440,Activo,TE0102,P3,Macro,,,"Nueva Demanda",,,,40.175246,-0.621125,825.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TE0102
SPA-AX,6106,SPA-AX06106,LO,339,LO-000339,PW,402,PW-0402,AA,336,AA-0336,Activo,AX6106,P3,Macro,,"POL.IND. IBI","Nueva Demanda",,,,38.614635,-0.589994,672.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX6106
SPA-IB,249,SPA-IB00249,LO,3129,LO-003129,PW,16040,PW-16040,AA,3142,AA-3142,Desmantelado,IB0249,P3,Macro,,,"Nueva Demanda",,,,39.720439,3.459753,11.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,IB0249
SPA-IB,4233,SPA-IB04233,,,-,,,-,,,-,Viabilidad,IB4233,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,
SPA-AX,34,SPA-AX00034,LO,237,LO-000237,PW,301,PW-0301,AA,234,AA-0234,Activo,AX0034,P1,Macro,,,"Nueva Demanda",,,,38.371642,-0.479099,73.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX0034
SPA-BX,11,SPA-BX00011,LO,777,LO-000777,PW,831,PW-0831,AA,795,AA-0795,Activo,BX0011,P3,Macro,,,"Nueva Demanda",,,,42.010814,2.276868,50.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,BX0011
SPA-VX,908,SPA-VX00908,LO,7388,LO-007388,PW,7401,PW-7401,AA,7386,AA-7386,Activo,VX0908,P3,Macro,,"PISTA DE SILLA","Nueva Demanda",,,,39.406486,-0.388456,8.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0908
SPA-GR,6024,SPA-GR06024,LO,2703,LO-002703,PW,2750,PW-2750,AA,2717,AA-2717,Activo,GR6024,P3,Macro,,,"Nueva Demanda",,,,37.263065,-3.920847,743.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,GR6024
SPA-AX,24,SPA-AX00024,LO,232,LO-000232,PW,297,PW-0297,AA,230,AA-0230,Activo,AX0024,P2,Macro,,,"Nueva Demanda",,,,38.363052,-0.463829,65.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX0024
SPA-LX,9406,SPA-LX09406,LO,3701,LO-003701,PW,3745,PW-3745,AA,3713,AA-3713,Activo,LX9406,P3,Macro,,"VER EN SEDRA LLAVES Y ACCESOS.","Nueva Demanda",,,,41.613401,0.613102,167.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,LX9406
SPA-IB,9150,SPA-IB09150,LO,3285,LO-003285,PW,3331,PW-3331,AA,3297,AA-3297,Activo,IB9150,P3,DDEE,,,"Nueva Demanda",,,,39.5953,2.648321,50.0,,false,,false,,,,false,,REST,"CENTRO DE OCIO OCIMAX",AZOTEA,,,,,,,IB9150
SPA-OX,8101,SPA-OX08101,LO,5388,LO-005388,PW,5421,PW-5421,AA,5392,AA-5392,Activo,OX8101,P3,DDEE,,,"Nueva Demanda",,,,43.468158,-5.512864,363.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OX8101
SPA-MX,535,SPA-MX00535,LO,4430,LO-004430,PW,4472,PW-4472,AA,4440,AA-4440,Activo,MX0535,P1,Macro,,,"Nueva Demanda",,,,40.431149,-3.615501,669.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0535
SPA-MA,2591,SPA-MA02591,LO,3849,LO-003849,PW,3892,PW-3892,AA,3860,AA-3860,Activo,MA2591,P3,Macro,,,"Nueva Demanda",,,,36.695569,-4.497918,17.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,MA2591
SPA-LU,8521,SPA-LU08521,LO,3667,LO-003667,PW,3711,PW-3711,AA,3679,AA-3679,Activo,LU8521,P1,Macro,,,"Nueva Demanda",,,,43.660808,-7.562374,553.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LU8521
SPA-CS,93,SPA-CS00093,LO,1885,LO-001885,PW,1938,PW-1938,AA,1900,AA-1900,Activo,CS0093,P3,Macro,,"BTS VALR9015","Nueva Demanda",,,,39.855503,-0.157755,16.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,CS0093
SPA-LE,491,SPA-LE00491,LO,3401,LO-003401,PW,3448,PW-3448,AA,3413,AA-3413,Activo,LE0491,P3,Macro,,,"Nueva Demanda",,,,42.443304,-5.784169,844.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LE0491
SPA-MX,388,SPA-MX00388,LO,4363,LO-004363,PW,4404,PW-4404,AA,4373,AA-4373,Activo,MX0388,P3,Macro,,,"Nueva Demanda",,,,40.458158,-3.712655,705.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0388
SPA-MX,4427,SPA-MX04427,,,-,,,-,,,-,Viabilidad,MX4427,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX4427
SPA-MX,1055,SPA-MX01055,LO,4542,LO-004542,PW,4584,PW-4584,AA,4552,AA-4552,Activo,MX1055,P3,Macro,,"RAN SHARING VDF 2650MX","Nueva Demanda",,,,40.900138,-3.754828,1184.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX1055
SPA-MU,131,SPA-MU00131,LO,4071,LO-004071,PW,4113,PW-4113,AA,4081,AA-4081,Activo,MU0131,P1,Macro,,MUR03B01,"Nueva Demanda",,,,37.991689,-1.135054,0.0,,false,,false,,,,false,,REST,,"LOCAL TECNICO",,,,,,,MU0131
SPA-MA,3047,SPA-MA03047,,,-,,,-,,,-,Viabilidad,MA3047,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,
SPA-MX,514,SPA-MX00514,LO,4420,LO-004420,PW,4462,PW-4462,AA,4430,AA-4430,Activo,MX0514,P3,Macro,,,"Nueva Demanda",,,,40.46923,-3.663649,718.0,,false,,false,,,,false,,RCEN,"AVISAR ANTES DE ACCEDER A MAURO 686631044  horario de porteria 9 a 13 y de 17 a 20 NSN actualizado  24/08/2012",AZOTEA,,,,,,,MX0514
SPA-MX,2954,SPA-MX02954,,,-,,,-,,,-,Viabilidad,MX2954,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX2954
SPA-MX,1926,SPA-MX01926,LO,4588,LO-004588,PW,4630,PW-4630,AA,4597,AA-4597,Activo,MX1926,P3,Macro,,,"Nueva Demanda",,,,40.476774,-3.667636,761.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX1926
SPA-BX,330,SPA-BX00330,LO,857,LO-000857,PW,912,PW-0912,AA,873,AA-0873,Activo,BX0330,P3,Macro,,,"Nueva Demanda",,,,41.384628,2.153529,26.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0330
SPA-VI,9866,SPA-VI09866,LO,8228,LO-008228,,,-,AA,7898,AA-7898,Construccion,VI9866,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,VI9866
SPA-CR,3409,SPA-CR03409,LO,1795,LO-001795,PW,1852,PW-1852,AA,1810,AA-1810,Activo,CR3409,P3,Macro,,,"Nueva Demanda",,,,39.204183,-4.407901,685.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CR3409
SPA-PO,6639,SPA-PO06639,LO,5605,LO-005605,PW,5639,PW-5639,AA,5609,AA-5609,Activo,PO6639,P1,Macro,,,"Nueva Demanda",,,,42.105942,-8.886735,101.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,PO6639
SPA-BX,499,SPA-BX00499,LO,927,LO-000927,PW,984,PW-0984,AA,943,AA-0943,Activo,BX0499,P3,DDEE,,"FGC TUNEL ESTACIÃN MONTSERRAT PROYECTO BX04R0695","Nueva Demanda",,,,41.591268,1.853331,0.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0499
SPA-AV,8551,SPA-AV08551,LO,181,LO-000181,PW,246,PW-0246,AA,180,AA-0180,Activo,AV8551,P3,Macro,,"RAN SHARING VDF 0337AV","Nueva Demanda",,,,40.202306,-4.929496,470.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,AV8551
SPA-MX,6230,SPA-MX06230,LO,4889,LO-004889,PW,4928,PW-4928,AA,4896,AA-4896,Activo,MX6230,P2,"PeticiÃ³n Cliente",,SCH,"Nueva Demanda",,,,40.393254,-3.86445,0.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX6230
SPA-MU,104,SPA-MU00104,LO,4064,LO-004064,PW,4106,PW-4106,AA,4074,AA-4074,Activo,MU0104,P1,Macro,,,"Nueva Demanda",,,,37.604903,-0.99105,5.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,MU0104
SPA-AX,5419,SPA-AX05419,LO,294,LO-000294,PW,358,PW-0358,AA,291,AA-0291,Activo,AX5419,P3,Macro,,,"Nueva Demanda",,,,38.36541,-0.482827,57.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,AX5419
SPA-VX,3085,SPA-VX03085,LO,7577,LO-007577,PW,7588,PW-7588,AA,7575,AA-7575,Activo,VX3085,P3,Macro,,VAL3085,"Nueva Demanda",,,,39.4379,-0.425285,27.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX3085
SPA-MX,6007,SPA-MX06007,LO,4845,LO-004845,PW,4884,PW-4884,AA,4852,AA-4852,Activo,MX6007,P3,DDEE,,,"Nueva Demanda",,,,40.435427,-3.719191,0.0,,false,,false,,,,false,,RCEN,"(03-2022) CONTACTAR CON evandenbosch@sacyr.com           LA DARSENA 35 (PLANTA -1) Y CONTINUAR HASTA LA ?ISLA 2? (PLANTA -2). GIRAR A LA IZQUIERDA HACIA LOS BAÃOS DE SEÃORAS, AL LADO HAY UNA PUERTA DOBLE, COJERLA Y SEGÃN SE ENTRA A LA DERECHA HASTA EL FINAL, UNA PUERTA MARCADA COMO 46. NSN actualizado 10/04/2013",AZOTEA,,,,,,,MX6007
SPA-ZX,628,SPA-ZX00628,LO,7801,LO-007801,PW,7810,PW-7810,AA,7799,AA-7799,Activo,ZX0628,P3,Macro,,,"Nueva Demanda",,,,41.147487,-1.472991,725.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,ZX0628
SPA-CX,11,SPA-CX00011,LO,2066,LO-002066,PW,2116,PW-2116,AA,2081,AA-2081,Activo,CX0011,P3,Macro,,,"Nueva Demanda",,,,43.366183,-8.421762,54.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,CX0011
SPA-MX,3512,SPA-MX03512,LO,4715,LO-004715,PW,4754,PW-4754,AA,4722,AA-4722,Activo,MX3512,P3,Macro,,,"Nueva Demanda",,,,40.189031,-3.110546,642.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX3512
SPA-TF,46,SPA-TF00046,LO,6485,LO-006485,PW,6515,PW-6515,AA,6485,AA-6485,Activo,TF0046,P3,Macro,,,"Nueva Demanda",,,,28.429447,-16.320731,397.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,TF0046
SPA-CX,502,SPA-CX00502,LO,2166,LO-002166,PW,2216,PW-2216,AA,2181,AA-2181,Activo,CX0502,P3,Macro,,,"Nueva Demanda",,,,43.301944,-8.881281,230.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,CX0502
SPA-AV,8452,SPA-AV08452,LO,151,LO-000151,PW,216,PW-0216,AA,150,AA-0150,Activo,AV8452,P3,Macro,,,"Nueva Demanda",,,,41.067207,-4.927818,801.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,AV8452
SPA-BX,4273,SPA-BX04273,LO,8397,LO-008397,,,-,AA,7903,AA-7903,Activo,BX4273,P3,Macro,,,"Nueva Demanda",,,,41.573117,2.088103,19.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX4273
SPA-LE,1202,SPA-LE01202,LO,3435,LO-003435,PW,3482,PW-3482,AA,3447,AA-3447,Activo,LE1202,P3,Macro,,"MUP 114. SAN PELAYO","Nueva Demanda",,,,42.685593,-5.433513,960.0,,false,,false,,,,false,,RNOR,"2014: MUP 114 (LE-O-62/04).--VTO: 23/11/2025",TORRE,,,,,,,LE1202
SPA-SS,5721,SPA-SS05721,LO,6256,LO-006256,PW,6288,PW-6288,AA,6256,AA-6256,Activo,SS5721,P3,Macro,,,"Nueva Demanda",,,,42.992688,-2.431949,490.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SS5721
SPA-OX,6104,SPA-OX06104,LO,5338,LO-005338,PW,5371,PW-5371,AA,5342,AA-5342,Activo,OX6104,P1,Macro,,,"Nueva Demanda",,,,43.36141,-5.316723,242.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OX6104
SPA-MU,4319,SPA-MU04319,LO,4175,LO-004175,PW,4216,PW-4216,AA,4185,AA-4185,Activo,MU4319,P3,DDEE,,,"Nueva Demanda",,,,37.679979,-1.710545,354.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,MU4319
SPA-CX,204,SPA-CX00204,LO,2098,LO-002098,PW,2148,PW-2148,AA,2113,AA-2113,Activo,CX0204,P3,Macro,,,"Nueva Demanda",,,,42.871169,-8.547553,225.0,,false,,false,,,,false,,RNOR,"CENTRO GRIET -",AZOTEA,,,,,,,CX0204
SPA-OX,243,SPA-OX00243,LO,5240,LO-005240,PW,5275,PW-5275,AA,5244,AA-5244,Activo,OX0243,P3,Macro,,"HOTEL AC OVIEDO","Nueva Demanda",,,,43.36728,-5.854432,220.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,OX0243
SPA-LU,7720,SPA-LU07720,LO,3608,LO-003608,PW,3652,PW-3652,AA,3620,AA-3620,Activo,LU7720,P2,Macro,,,"Nueva Demanda",,,,42.536632,-7.410597,435.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LU7720
SPA-GC,3268,SPA-GC03268,,,-,,,-,,,-,Viabilidad,GC3268,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,
SPA-BX,1119,SPA-BX01119,LO,1123,LO-001123,PW,1179,PW-1179,AA,1139,AA-1139,Activo,BX1119,P1,Macro,,,"Nueva Demanda",,,,41.392641,2.145893,55.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX1119
SPA-LX,178,SPA-LX00178,LO,3691,LO-003691,PW,3735,PW-3735,AA,3703,AA-3703,Activo,LX0178,P3,Macro,,,"Nueva Demanda",,,,41.867375,1.111754,430.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,LX0178
SPA-LX,9411,SPA-LX09411,LO,3704,LO-003704,PW,3748,PW-3748,AA,3716,AA-3716,Activo,LX9411,P3,Macro,,,"Nueva Demanda",,,,41.609612,0.636472,150.0,,false,,false,,,,false,,REST,"CENTRO GRIET -",AZOTEA,,,,,,,LX9411
SPA-LU,7590,SPA-LU07590,LO,3601,LO-003601,PW,3645,PW-3645,AA,3613,AA-3613,Activo,LU7590,P2,Macro,,,"Nueva Demanda",,,,42.882714,-7.709934,468.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LU7590
SPA-MX,2082,SPA-MX02082,,,-,,,-,AA,7889,AA-7889,Viabilidad,MX2082,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX2082
SPA-BX,952,SPA-BX00952,LO,1065,LO-001065,PW,1121,PW-1121,AA,1081,AA-1081,Activo,BX0952,P1,Macro,,,"Nueva Demanda",,,,41.406961,2.023971,36.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0952
SPA-VA,1124,SPA-VA01124,,,-,,,-,,,-,Viabilidad,VA1124,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,"Mobiliario Urbano",,,,,,,
SPA-MA,9599,SPA-MA09599,LO,4016,LO-004016,PW,4059,PW-4059,AA,4027,AA-4027,Activo,MA9599,P3,Macro,,,"Nueva Demanda",,,,36.720003,-4.29254,70.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,MA9599
SPA-BX,48,SPA-BX00048,LO,798,LO-000798,PW,852,PW-0852,AA,816,AA-0816,Activo,BX0048,P1,Macro,,,"Nueva Demanda",,,,41.395385,2.187291,10.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0048
SPA-BX,3522,SPA-BX03522,,,-,,,-,,,-,Viabilidad,BX3522,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,
SPA-MX,6419,SPA-MX06419,LO,4938,LO-004938,PW,4977,PW-4977,AA,4945,AA-4945,Activo,MX6419,P3,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,40.477059,-3.687936,0.0,,false,,false,,,,false,,RCEN,"ANILLO DISTRIBUIDOR TUNELES SKYLINE MADRID",AZOTEA,,,,,,,MX6419
SPA-TE,169,SPA-TE00169,LO,6462,LO-006462,PW,6492,PW-6492,AA,6462,AA-6462,Activo,TE0169,P3,Macro,,,"Nueva Demanda",,,,41.01397,-0.922493,881.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TE0169
SPA-OR,23,SPA-OR00023,LO,5097,LO-005097,PW,5132,PW-5132,AA,5102,AA-5102,Activo,OR0023,P3,Micro,,,"Nueva Demanda",,,,42.340845,-7.867073,172.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,OR0023
SPA-OX,309,SPA-OX00309,LO,5252,LO-005252,PW,5287,PW-5287,AA,5256,AA-5256,Activo,OX0309,P3,Macro,,,"Nueva Demanda",,,,43.531969,-5.902672,82.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OX0309
SPA-VX,535,SPA-VX00535,LO,7363,LO-007363,PW,7378,PW-7378,AA,7362,AA-7362,Activo,VX0535,P3,DDEE,,"ADIF 325-2014-0166AV. MARQUÃS DE CAMPO- GANDÃA","Nueva Demanda",,,,38.970336,-0.180019,0.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0535
SPA-SX,404,SPA-SX00404,LO,6305,LO-006305,PW,6336,PW-6336,AA,6305,AA-6305,Activo,SX0404,P3,Macro,,"HOTEL LAS ROCAS","Nueva Demanda",,,,43.373791,-3.213863,20.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,SX0404
SPA-VX,87,SPA-VX00087,LO,7261,LO-007261,PW,7278,PW-7278,AA,7260,AA-7260,Activo,VX0087,P3,Macro,,"BTS VALR0838","Nueva Demanda",,,,39.615334,-1.280761,740.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0087
SPA-CX,43,SPA-CX00043,LO,2081,LO-002081,PW,2131,PW-2131,AA,2096,AA-2096,Activo,CX0043,P3,Micro,,,"Nueva Demanda",,,,43.373444,-8.433567,90.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,CX0043
SPA-HU,7132,SPA-HU07132,LO,2849,LO-002849,PW,2896,PW-2896,AA,2863,AA-2863,Activo,HU7132,P1,Macro,,,"Nueva Demanda",,,,42.562536,-0.820736,622.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,HU7132
SPA-MA,244,SPA-MA00244,,,-,,,-,,,-,Viabilidad,MA0244,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RSUR,,Fachada,,,,,,,
SPA-VX,1948,SPA-VX01948,LO,7573,LO-007573,PW,7584,PW-7584,AA,7571,AA-7571,Activo,VX1948,P3,Macro,,,"Nueva Demanda",,,,38.907954,-0.304871,215.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX1948
SPA-BI,540,SPA-BI00540,,,-,,,-,,,-,Viabilidad,BI0540,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,Fachada,,,,,,,
SPA-VX,257,SPA-VX00257,LO,7322,LO-007322,PW,7337,PW-7337,AA,7321,AA-7321,Activo,VX0257,P3,Micro,,"MICRO VAL5065","Nueva Demanda",,,,39.467765,-0.371176,20.0,,false,,false,,,,false,,REST,"Susana MartÃ­nez (administracion) 91 751 81 31 (11/09/2015)",AZOTEA,,,,,,,VX0257
SPA-OR,2701,SPA-OR02701,LO,5105,LO-005105,PW,5140,PW-5140,AA,5110,AA-5110,Activo,OR2701,P1,Macro,,,"Nueva Demanda",,,,42.380772,-7.053255,1200.0,,false,,false,,,,false,,RNOR,"- Comunidad de monte vecinal",TORRE,,,,,,,OR2701
SPA-AB,5887,SPA-AB05887,LO,25,LO-000025,PW,92,PW-0092,AA,25,AA-0025,Activo,AB5887,P3,Macro,,"MACRO 2G/3G/4G EN SEDE DE CLIENTE EIFFAGE ENERGIA","Nueva Demanda",,,,39.05176683,-1.83885766,680.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,AB5887
SPA-SE,1109,SPA-SE01109,LO,5932,LO-005932,PW,5966,PW-5966,AA,5935,AA-5935,Activo,SE1109,P3,Macro,,,"Nueva Demanda",,,,36.980765,-5.939471,65.0,,false,,false,,,,false,,RSUR,"05/2023 Es una casa particular, el propietario nos ha indicado que hay que avisarle antes de ir. Pedro 635625561",AZOTEA,,,,,,,SE1109
SPA-MX,3976,SPA-MX03976,LO,4779,LO-004779,PW,4818,PW-4818,AA,4786,AA-4786,Activo,MX3976,P3,Macro,,ECI,"Nueva Demanda",,,,40.450676,-3.858456,735.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX3976
SPA-HU,7165,SPA-HU07165,LO,2864,LO-002864,PW,2911,PW-2911,AA,2878,AA-2878,Activo,HU7165,P3,Macro,,,"Nueva Demanda",,,,41.799314,0.416245,258.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,HU7165
SPA-CX,1011,SPA-CX01011,LO,2189,LO-002189,PW,2239,PW-2239,AA,2204,AA-2204,Activo,CX1011,P1,Macro,,,"Nueva Demanda",,,,43.462758,-8.177996,124.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,CX1011
SPA-MA,3050,SPA-MA03050,,,-,,,-,,,-,Viabilidad,MA3050,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,
SPA-CS,83,SPA-CS00083,LO,1879,LO-001879,PW,1932,PW-1932,AA,1894,AA-1894,Activo,CS0083,P2,Macro,,"Jumping VDF","Nueva Demanda",,,,40.050552,0.067291,0.0,,false,,false,,,,false,,REST,"VODAFONE JUMPING",,,,,,,,CS0083
